Imagen/danno,siniestro,ligero,moderado,fuerte,roof,sun roof,windshield,outside mirror,windshield wiper,hood,grill,head light,bumper,license plate,indicator light,front fender,shield,wheel,hub cap,door,door handle,window,roof post,quarter window,back fender,tail light,trunk,rearview mirror,window frame,seat,steering wheel,windshield washer,air filter,battery,distributor,radiator,alternator,oil filter,disk brake,muffler,transmission,spare wheel
4930.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4939.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4994.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4997.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5002.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
